302;Gripper Valve;9;1;Gripper closed to grip a detected tool but it can not grip the tool. Gripper close signal received (instead of grip signal) while trying to grip a tool.Check the tool detector sensor or adjust gripper sensor.(Applicable only in Auto mode.)
303;Axes;0;1;"Reset the machine, if the error recurs, contact Zoller Support."
303;Axes;1;1;"Stepper drive has an error. Reset the machine, if the error recurs, contact Zoller Support."
303;Axes;2;1;Check communication with the stepper controller and try again.
303;Axes;3;1;"After each power on machine should automatically do homing procedure and then manual mode is possible. Put the machine in the auto mode and reset the machine one time, then manual mode should work normally.(Applicable only in Manual mode.)"
303;Axes;16;2;X axis draw high currnet. Mechanical adjustment is required.
303;Axes;17;2;Y axis draw high currnet. Mechanical adjustment is required.
303;Axes;18;2;Z axis draw high currnet. Mechanical adjustment is required.
401;Measuring Device;0;1;"Reset the machine, if the error recurs, contact Zoller Support."
401;Measuring Device;1;1;Set measuring device in auto mode and try again.
401;Measuring Device;2;1;Check connection from Pilot PC to PLC.
401;Measuring Device;3;1;Homing procedure can not be fulfilled from Pilot. No response.
401;Measuring Device;4;1;There is no tool in toolholder to clamp. Check the tool holder.
401;Measuring Device;5;1;Clamping procedure can not be fulfilled from Pilot. No response.
401;Measuring Device;6;1;Unclamping procedure can not be fulfilled from Pilot. No response.
402;Measuring Device Tool Detector Sensor;0;1;"Reset the machine, if the error recurs, contact Zoller Support."
402;Measuring Device Tool Detector Sensor;1;1;Dump buffer is not empty for fresh start. Remove any tools from it and try again.(Applicable only in Auto mode.)
502;Manual Control Switches;16;2;"Check axes selector switch, connections and cable.(Applicable only in Manual mode.)"
502;Manual Control Switches;17;2;"Check control selector switch, connections and cable.(Applicable only in Manual mode.)"
0;Unknown;0;0;"Reset the machine, if the error recurs, contact Zoller Support."
